"Story","Title","Result","Date","Stability","Duration (s)"
"Crear un producto nuevo y validar en la lista quedo registrado el producto creado","Crear un producto nuevo y validar en la lista quedo registrado el producto creado","ERROR","2023-06-01T23:09:40.471-05:00[America/Bogota]","0.0","27.51"
