"Story","Title","Result","Date","Stability","Duration (s)"
"Crear un producto nuevo y validar en la lista quedo registrado el producto creado","Crear un producto nuevo y validar en la lista quedo registrado el producto creado","SUCCESS","2023-06-02T08:17:11.771-05:00[America/Bogota]","0.0","64.9"
