"Story","Title","Result","Date","Stability","Duration (s)"
"Crear un producto nuevo y validar en la lista quedo registrado el producto creado","Crear un producto nuevo y validar en la lista quedo registrado el producto creado","SUCCESS","2023-10-03T22:28:51.783-05:00[America/Bogota]","0.0","48.4"
